6.595151155689862321e+01,5.114984951498994548e+01,4.573337411730548085e-01,2.867306980773717129e+01,9.364158643279923311e+00,4.793895187906241695e+00,2.607028898830292363e+01,5.704592920759894525e+01,2.267115565632829544e+02,1.530612649065288622e+02,1.111054329459048660e+02,2.118366160124440967e+02,3.232243495991394298e+02,3.877295469221078292e+02
7.461513584258479170e+01,1.307794181197278363e+02,2.996453624105366842e+01,1.257978195487200073e-06,5.264783288131879679e+00,3.063706851012379673e+01,1.091979193896725633e+02,1.663660571167540638e+02,3.365350783896140570e+02,2.480369563109260014e+02,1.870222658994658218e+02,2.998602954160685954e+02,4.171392055421118243e+02,4.536997502768755339e+02
6.464208419636747749e+01,9.005492662578222962e+01,1.032611832929081608e+01,5.301449083572868481e+00,5.574122308607202251e-05,1.229528177941886113e+01,6.640474047727994389e+01,1.123050397690433613e+02,2.835834333436599195e+02,2.012419797476319161e+02,1.483074225753953499e+02,2.563218104195567548e+02,3.714066481013675229e+02,4.202186738164247686e+02
5.057267683148435111e+01,7.204209586165015986e-05,4.362503976819755280e+01,1.307383786217285717e+02,9.007309257085381660e+01,8.154868051616735158e+01,3.344312807961372869e+01,4.226734695485339444e+01,6.692939572725269670e+01,3.099901333810334592e+01,1.812204821987745262e+01,6.667319535771041217e+01,1.359757163629363959e+02,1.990486169629076016e+02
1.181109785398628844e+02,3.355381742480778229e+01,2.636056069947878555e+01,1.092940232253270523e+02,6.657983880334138860e+01,3.164730680976049371e+01,1.388488083502342964e-05,5.977440112015268703e+00,1.872396225789348421e+02,1.256582292336936035e+02,1.008096149444889988e+02,1.934894368900780819e+02,3.023539244391448051e+02,3.956233945566837633e+02
1.156304571718244460e+02,6.708554121124203107e+01,2.089827225310994834e+02,3.371313148881558845e+02,2.842168046150899272e+02,2.926308122364325754e+02,1.876742678331845013e+02,1.843257287765711681e+02,2.838433715552248870e-04,7.302544301272412497e+00,2.199645526195200773e+01,4.363016452791471878e+00,1.735533079681652424e+01,5.722356875986203306e+01
7.342646394714451219e+01,3.114912057269831180e+01,1.388027974759837093e+02,2.490442086975325822e+02,2.021731306269025765e+02,2.084219858574927002e+02,1.260155816752413784e+02,1.288444092684541431e+02,7.065877271210275978e+00,1.122447534442493674e-03,4.603810867070555091e+00,7.935715283506618256e+00,3.833835186281854135e+01,8.243919718070394254e+01
8.672719189182447508e+01,6.748039912396831141e+01,1.950066308493925362e+02,3.018429623331064704e+02,2.582524368113556648e+02,2.800479220764053139e+02,1.950325986060425691e+02,2.016782795483643156e+02,4.308481886652463011e+00,8.249001720002075544e+00,1.685722287188775326e+01,3.568381664787830931e-03,1.184690789012564061e+01,3.875755176604970842e+01
4.228490057924077661e+01,1.805153859517580628e+01,9.804948587903648161e+01,1.871121025199011001e+02,1.484261617164166864e+02,1.598829771036265868e+02,1.007891229841572027e+02,1.122101706248079722e+02,2.181734055754015955e+01,4.448142883481015275e+00,1.488903842745052818e-05,1.636034498572997364e+01,5.670765090140116627e+01,9.705422462736606803e+01
1.407271021552112131e+02,1.314311870436200422e+02,2.935892823027378427e+02,4.101081439218614832e+02,3.645518107357952431e+02,3.972658571952181887e+02,2.958447052268742823e+02,3.007641919348491797e+02,1.613651350156526121e+01,3.623647342091339851e+01,5.391988966856923327e+01,1.096503327592779264e+01,3.568295623705625835e-02,1.366579862368896592e+01
1.603385875060343437e+02,1.987892907421853295e+02,3.615719809317566842e+02,4.536555842707751935e+02,4.201710330453199163e+02,4.785711727351974787e+02,3.955429741235255392e+02,4.136337990614984506e+02,5.734514614638472096e+01,8.249481997793077426e+01,9.704080916349046504e+01,3.931227488888630717e+01,1.289011493661661234e+01,7.440713382712281037e-07
1.046406958239539620e+02,1.652220032130962579e+02,2.617587551427814105e+02,3.017255205103955404e+02,2.889168800411151778e+02,3.451328384752469560e+02,3.104298514791016146e+02,3.349517288305920601e+02,7.281874913300868002e+01,8.571566900950980994e+01,8.839237489580600027e+01,5.004220282321486479e+01,3.144005455066621124e+01,8.135741564894537703e+00
1.179286842296287219e+01,9.264704575753022198e+00,9.295610560045372006e-01,3.460574413737211419e+00,1.390960104826963528e+00,1.556211290739129954e-05,3.596305960122103684e+00,7.207963640584033271e+00,3.312152617050612236e+01,2.355264728295827226e+01,1.812479474165766291e+01,3.152838213091366271e+01,4.589336427756806813e+01,5.425839018741126552e+01
1.976110888991939163e+01,1.874228745383504346e+01,3.907311821741911473e+01,5.309922456552037318e+01,4.769013922536489503e+01,5.173197116089284009e+01,3.910546870342493264e+01,3.942109443673302138e+01,3.020650673931180474e+00,6.154537023488497738e+00,8.705401736252747824e+00,2.526973303578382790e+00,1.752581211572484254e-01,1.264372731256387938e+00
